instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,cluster
25,719163,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,1985,low
26,719163,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,506,low
27,719163,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,431,low
28,719163,1,0,1,0,5,1,2,0.203478,0.22331700000000002,0.793043,0.1233,1167,low
29,719163,1,0,1,0,6,0,1,0.196522,0.212126,0.6517390000000001,0.14536500000000002,1098,low
30,719163,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,1096,low
31,719163,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,1501,low
32,719163,1,0,2,0,2,1,2,0.192174,0.23453000000000002,0.829565,0.053212999999999996,1360,low
33,719163,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,1526,low
34,719163,1,0,2,0,4,1,1,0.18695699999999998,0.177878,0.43782600000000005,0.277752,1550,low
35,719163,1,0,2,0,5,1,2,0.211304,0.22858699999999998,0.585217,0.127839,1708,low
36,719163,1,0,2,0,6,0,2,0.23333299999999998,0.243058,0.929167,0.161079,1005,low
37,719163,1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,1623,low
38,719163,1,0,2,0,1,1,1,0.271667,0.303658,0.738333,0.045408300000000006,1712,low
39,719163,1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,1530,low
40,719163,1,0,2,0,3,1,2,0.134783,0.144283,0.494783,0.188839,1605,low
41,719163,1,0,2,0,4,1,1,0.144348,0.14954800000000001,0.437391,0.221935,1538,low
42,719163,1,0,2,0,5,1,1,0.189091,0.213509,0.506364,0.10855,1746,low
43,719163,1,0,2,0,6,0,1,0.2225,0.232954,0.544167,0.20336700000000002,1472,low
44,719163,1,0,2,0,0,0,1,0.31652199999999997,0.324113,0.457391,0.260883,1589,low
45,719163,1,0,2,0,1,1,1,0.415,0.39835,0.375833,0.417908,1913,low
46,719163,1,0,2,0,2,1,1,0.26608699999999996,0.254274,0.314348,0.29137399999999997,1815,low
47,719163,1,0,2,0,3,1,1,0.318261,0.3162,0.42347799999999997,0.251791,2115,low
48,719163,1,0,2,0,4,1,1,0.43583299999999997,0.428658,0.505,0.230104,2475,low
49,719163,1,0,2,0,5,1,1,0.521667,0.511983,0.516667,0.264925,2927,low
50,719163,1,0,2,0,6,0,1,0.399167,0.391404,0.187917,0.507463,1635,low
51,719163,1,0,2,0,0,0,1,0.285217,0.27733,0.407826,0.223235,1812,low
52,719163,1,0,2,1,1,0,2,0.303333,0.284075,0.605,0.307846,1107,low
53,719163,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,1450,low
54,719163,1,0,2,0,3,1,1,0.221739,0.24571700000000002,0.423043,0.094113,1917,low
55,719163,1,0,2,0,4,1,2,0.295652,0.289191,0.697391,0.250496,1807,low
56,719163,1,0,2,0,5,1,2,0.364348,0.350461,0.712174,0.346539,1461,low
57,719163,1,0,2,0,6,0,1,0.2825,0.282192,0.537917,0.18657100000000001,1969,low
58,719163,1,0,2,0,0,0,1,0.343478,0.351109,0.68,0.125248,2402,low
59,719163,1,0,2,0,1,1,2,0.407273,0.400118,0.8763639999999999,0.289686,1446,low
60,719163,1,0,3,0,2,1,1,0.266667,0.263879,0.535,0.216425,1851,low
61,719163,1,0,3,0,3,1,1,0.335,0.320071,0.449583,0.30783299999999997,2134,low
62,719163,1,0,3,0,4,1,1,0.19833299999999998,0.200133,0.318333,0.225754,1685,low
63,719163,1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,1944,low
64,719163,1,0,3,0,6,0,2,0.384167,0.378779,0.789167,0.251871,2077,low
65,719163,1,0,3,0,0,0,2,0.37652199999999997,0.366252,0.948261,0.343287,605,low
66,719163,1,0,3,0,1,1,1,0.261739,0.238461,0.551304,0.341352,1872,low
67,719163,1,0,3,0,2,1,1,0.2925,0.3024,0.420833,0.12065,2133,low
68,719163,1,0,3,0,3,1,2,0.295833,0.286608,0.775417,0.22015,1891,low
69,719163,1,0,3,0,4,1,3,0.38909099999999996,0.385668,0.0,0.26187699999999997,623,low
70,719163,1,0,3,0,5,1,2,0.31652199999999997,0.305,0.649565,0.23296999999999998,1977,low
71,719163,1,0,3,0,6,0,1,0.329167,0.32575,0.594583,0.220775,2132,low
72,719163,1,0,3,0,0,0,1,0.384348,0.380091,0.5273909999999999,0.270604,2417,low
73,719163,1,0,3,0,1,1,1,0.32521700000000003,0.332,0.496957,0.136926,2046,low
74,719163,1,0,3,0,2,1,2,0.317391,0.318178,0.655652,0.184309,2056,low
75,719163,1,0,3,0,3,1,2,0.365217,0.36693000000000003,0.776522,0.20311700000000002,2192,low
76,719163,1,0,3,0,4,1,1,0.415,0.410333,0.602917,0.209579,2744,low
77,719163,1,0,3,0,5,1,1,0.54,0.5270090000000001,0.525217,0.231017,3239,low
78,719163,1,0,3,0,6,0,1,0.4725,0.466525,0.37916700000000003,0.368167,3117,low
79,719163,1,0,3,0,0,0,1,0.3325,0.32575,0.47375,0.20772100000000002,2471,low
80,719163,2,0,3,0,1,1,2,0.430435,0.409735,0.737391,0.288783,2077,low
81,719163,2,0,3,0,2,1,1,0.44166700000000003,0.44064200000000003,0.624583,0.22575,2703,low
82,719163,2,0,3,0,3,1,2,0.346957,0.337939,0.839565,0.23426100000000002,2121,low
83,719163,2,0,3,0,4,1,2,0.285,0.270833,0.805833,0.24378699999999998,1865,low
84,719163,2,0,3,0,5,1,1,0.264167,0.256312,0.495,0.230725,2210,low
85,719163,2,0,3,0,6,0,1,0.265833,0.257571,0.394167,0.209571,2496,low
86,719163,2,0,3,0,0,0,2,0.25304299999999996,0.250339,0.493913,0.1843,1693,low
87,719163,2,0,3,0,1,1,1,0.264348,0.25757399999999997,0.302174,0.212204,2028,low
88,719163,2,0,3,0,2,1,1,0.3025,0.292908,0.31416700000000003,0.226996,2425,low
89,719163,2,0,3,0,3,1,2,0.3,0.29735,0.646667,0.17288800000000001,1536,low
90,719163,2,0,3,0,4,1,3,0.268333,0.257575,0.918333,0.217646,1685,low
91,719163,2,0,4,0,5,1,2,0.3,0.283454,0.68625,0.258708,2227,low
92,719163,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.19714600000000002,2252,low
93,719163,2,0,4,0,0,0,1,0.378333,0.378767,0.48,0.182213,3249,low
94,719163,2,0,4,0,1,1,1,0.573333,0.542929,0.42625,0.385571,3115,low
95,719163,2,0,4,0,2,1,2,0.414167,0.39835,0.642083,0.388067,1795,low
96,719163,2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,2808,low
97,719163,2,0,4,0,4,1,1,0.4375,0.433696,0.602917,0.16231199999999998,3141,low
98,719163,2,0,4,0,5,1,2,0.335833,0.324479,0.83625,0.226992,1471,low
99,719163,2,0,4,0,6,0,2,0.3425,0.34152899999999997,0.8775,0.13308299999999998,2455,low
100,719163,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,2895,low
101,719163,2,0,4,0,1,1,2,0.5956520000000001,0.565217,0.716956,0.324474,3348,low
102,719163,2,0,4,0,2,1,2,0.5025,0.493054,0.739167,0.274879,2034,low
103,719163,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.25061700000000003,2162,low
104,719163,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,3267,low
105,719163,2,0,4,1,5,0,1,0.446667,0.441913,0.67125,0.226375,3126,low
106,719163,2,0,4,0,6,0,3,0.43083299999999997,0.425492,0.888333,0.340808,795,low
107,719163,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,3744,low
108,719163,2,0,4,0,1,1,1,0.5125,0.503146,0.5425,0.16356700000000002,3429,low
109,719163,2,0,4,0,2,1,2,0.505833,0.48925799999999997,0.665833,0.157971,3204,low
110,719163,2,0,4,0,3,1,1,0.595,0.564392,0.614167,0.241925,3944,low
111,719163,2,0,4,0,4,1,1,0.459167,0.453892,0.407083,0.325258,4189,low
112,719163,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,1683,low
113,719163,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,4036,low
114,719163,2,0,4,0,0,0,2,0.581667,0.551763,0.810833,0.192175,4191,low
115,719163,2,0,4,0,1,1,1,0.606667,0.5745,0.776667,0.185333,4073,low
116,719163,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,4400,low
117,719163,2,0,4,0,3,1,2,0.62,0.575142,0.835417,0.3122,3872,low
118,719163,2,0,4,0,4,1,2,0.6175,0.578929,0.700833,0.32090799999999997,4058,low
119,719163,2,0,4,0,5,1,1,0.51,0.497463,0.457083,0.240063,4595,low
120,719163,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,5312,high
121,719163,2,0,5,0,0,0,2,0.451667,0.448204,0.762083,0.10635399999999999,3351,low
122,719163,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,4401,low
123,719163,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,4451,low
124,719163,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,2633,low
125,719163,2,0,5,0,4,1,1,0.459167,0.441917,0.44416700000000003,0.295392,4433,low
126,719163,2,0,5,0,5,1,1,0.479167,0.474117,0.59,0.228246,4608,low
127,719163,2,0,5,0,6,0,1,0.52,0.512621,0.54125,0.16045,4714,high
128,719163,2,0,5,0,0,0,1,0.5283329999999999,0.518933,0.631667,0.0746375,4333,low
129,719163,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.17600000000000002,4362,low
130,719163,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.11567100000000001,4803,high
131,719163,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.12064200000000001,4182,low
132,719163,2,0,5,0,4,1,1,0.535,0.523363,0.7475,0.189667,4864,high
133,719163,2,0,5,0,5,1,2,0.5125,0.4943,0.863333,0.179725,4105,low
134,719163,2,0,5,0,6,0,2,0.520833,0.500629,0.9225,0.13495,3409,low
135,719163,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,4553,low
136,719163,2,0,5,0,1,1,1,0.5775,0.550512,0.787917,0.126871,3958,low
137,719163,2,0,5,0,2,1,2,0.561667,0.538529,0.837917,0.277354,4123,low
138,719163,2,0,5,0,3,1,2,0.55,0.527158,0.87,0.201492,3855,low
139,719163,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.10821300000000002,4575,low
140,719163,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,4917,high
141,719163,2,0,5,0,6,0,1,0.6025,0.571975,0.626667,0.12065,5805,high
142,719163,2,0,5,0,0,0,1,0.604167,0.5745,0.749583,0.148008,4660,low
143,719163,2,0,5,0,1,1,2,0.631667,0.590296,0.81,0.233842,4274,low
144,719163,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,4492,low
145,719163,2,0,5,0,3,1,1,0.660833,0.615542,0.69625,0.15423299999999998,4978,high
146,719163,2,0,5,0,4,1,1,0.708333,0.654688,0.6775,0.19964200000000001,4677,low
147,719163,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,4679,low
148,719163,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.23009200000000002,4758,high
149,719163,2,0,5,0,0,0,1,0.6675,0.61555,0.81875,0.21393800000000002,4788,high
150,719163,2,0,5,1,1,0,1,0.733333,0.671092,0.685,0.131225,4098,low
151,719163,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,3982,low
152,719163,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,3974,low
153,719163,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.29228699999999996,4968,high
154,719163,2,0,6,0,5,1,1,0.62,0.587133,0.354167,0.253121,5312,high
155,719163,2,0,6,0,6,0,1,0.635,0.594696,0.45625,0.123142,5342,high
156,719163,2,0,6,0,0,0,2,0.648333,0.616804,0.6525,0.138692,4906,high
157,719163,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,4548,low
158,719163,2,0,6,0,2,1,1,0.7075,0.65595,0.597917,0.187808,4833,high
159,719163,2,0,6,0,3,1,1,0.775833,0.727279,0.6220829999999999,0.136817,4401,low
160,719163,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,3915,low
161,719163,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.14055399999999998,4586,low
162,719163,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,4966,high
163,719163,2,0,6,0,0,0,1,0.6925,0.643325,0.747917,0.16356700000000002,4460,low
164,719163,2,0,6,0,1,1,1,0.635,0.601654,0.494583,0.30535,5020,high
165,719163,2,0,6,0,2,1,1,0.604167,0.591546,0.507083,0.269283,4891,high
166,719163,2,0,6,0,3,1,1,0.626667,0.587754,0.471667,0.16791199999999998,5180,high
167,719163,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.20647100000000002,3767,low
168,719163,2,0,6,0,5,1,1,0.649167,0.600383,0.735833,0.143029,4844,high
169,719163,2,0,6,0,6,0,1,0.696667,0.643954,0.670417,0.11940799999999999,5119,high
170,719163,2,0,6,0,0,0,2,0.699167,0.645846,0.666667,0.102,4744,high
171,719163,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,4010,low
172,719163,3,0,6,0,2,1,2,0.680833,0.637646,0.770417,0.171025,4835,high
173,719163,3,0,6,0,3,1,1,0.733333,0.693829,0.7075,0.172262,4507,low
174,719163,3,0,6,0,4,1,2,0.728333,0.693833,0.703333,0.238804,4790,high
175,719163,3,0,6,0,5,1,1,0.724167,0.656583,0.573333,0.222025,4991,high
176,719163,3,0,6,0,6,0,1,0.695,0.643313,0.483333,0.209571,5202,high
177,719163,3,0,6,0,0,0,1,0.68,0.637629,0.513333,0.09453330000000001,5305,high
178,719163,3,0,6,0,1,1,2,0.6825,0.637004,0.658333,0.10758800000000002,4708,high
179,719163,3,0,6,0,2,1,1,0.744167,0.692558,0.634167,0.144283,4648,low
180,719163,3,0,6,0,3,1,1,0.728333,0.654688,0.497917,0.261821,5225,high
181,719163,3,0,6,0,4,1,1,0.696667,0.637008,0.434167,0.18531199999999998,5515,high
182,719163,3,0,7,0,5,1,1,0.7225,0.652162,0.39625,0.10260799999999999,5362,high
183,719163,3,0,7,0,6,0,1,0.738333,0.667308,0.444583,0.11506199999999998,5119,high
184,719163,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,4649,low
185,719163,3,0,7,1,1,0,2,0.726667,0.665417,0.637917,0.08147919999999999,6043,high
186,719163,3,0,7,0,2,1,1,0.746667,0.696338,0.590417,0.12625799999999998,4665,low
187,719163,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,4629,low
188,719163,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,4592,low
189,719163,3,0,7,0,5,1,2,0.709167,0.6704829999999999,0.757917,0.225129,4040,low
190,719163,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.16791199999999998,5336,high
191,719163,3,0,7,0,0,0,1,0.7475,0.690025,0.578333,0.183471,4881,high
192,719163,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,4086,low
193,719163,3,0,7,0,2,1,1,0.794167,0.739275,0.559167,0.200254,4258,low
194,719163,3,0,7,0,3,1,1,0.746667,0.689404,0.631667,0.14613299999999999,4342,low
195,719163,3,0,7,0,4,1,1,0.680833,0.635104,0.47625,0.24066700000000002,5084,high
196,719163,3,0,7,0,5,1,1,0.663333,0.624371,0.59125,0.182833,5538,high
197,719163,3,0,7,0,6,0,1,0.686667,0.638263,0.585,0.208342,5923,high
198,719163,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,5302,high
199,719163,3,0,7,0,1,1,1,0.746667,0.703925,0.65125,0.215804,4458,low
200,719163,3,0,7,0,2,1,1,0.776667,0.747479,0.650417,0.1306,4541,low
201,719163,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,4332,low
202,719163,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,3784,low
203,719163,3,0,7,0,5,1,1,0.848333,0.8408959999999999,0.580417,0.1331,3387,low
204,719163,3,0,7,0,6,0,1,0.849167,0.804287,0.5,0.131221,3285,low
205,719163,3,0,7,0,0,0,1,0.83,0.794829,0.550833,0.16917100000000002,3606,low
206,719163,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.09080830000000001,3840,low
207,719163,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,4590,low
208,719163,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.18346300000000001,4656,low
209,719163,3,0,7,0,4,1,1,0.779167,0.7399,0.583333,0.178479,4390,low
210,719163,3,0,7,0,5,1,1,0.838333,0.785967,0.5425,0.17413800000000001,3846,low
211,719163,3,0,7,0,6,0,1,0.804167,0.728537,0.465833,0.168537,4475,low
212,719163,3,0,7,0,0,0,1,0.805833,0.729796,0.480833,0.16481300000000002,4302,low
213,719163,3,0,8,0,1,1,1,0.771667,0.703292,0.550833,0.156717,4266,low
214,719163,3,0,8,0,2,1,1,0.783333,0.707071,0.49125,0.20585,4845,high
215,719163,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.13558299999999998,3574,low
216,719163,3,0,8,0,4,1,2,0.71,0.664788,0.7575,0.19715,4576,low
217,719163,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,4866,high
218,719163,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,4294,low
219,719163,3,0,8,0,0,0,1,0.7425,0.715292,0.7529170000000001,0.201487,3785,low
220,719163,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,4326,low
221,719163,3,0,8,0,2,1,1,0.775,0.724121,0.570417,0.151121,4602,low
222,719163,3,0,8,0,3,1,1,0.766667,0.684983,0.424167,0.200258,4780,high
223,719163,3,0,8,0,4,1,1,0.7175,0.651521,0.42375,0.164796,4792,high
224,719163,3,0,8,0,5,1,1,0.708333,0.654042,0.415,0.125621,4905,high
225,719163,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,4150,low
226,719163,3,0,8,0,0,0,2,0.676667,0.624388,0.8175,0.222633,3820,low
227,719163,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,4338,low
228,719163,3,0,8,0,2,1,1,0.700833,0.645837,0.578333,0.23632899999999998,4725,high
229,719163,3,0,8,0,3,1,1,0.723333,0.666671,0.575417,0.14366700000000002,4694,low
230,719163,3,0,8,0,4,1,1,0.711667,0.662258,0.654583,0.233208,3805,low
231,719163,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,4153,low
232,719163,3,0,8,0,6,0,1,0.6975,0.648996,0.674167,0.104467,5191,high
233,719163,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,3873,low
234,719163,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,4758,high
235,719163,3,0,8,0,2,1,1,0.640833,0.606067,0.455417,0.146763,5895,high
236,719163,3,0,8,0,3,1,1,0.673333,0.630692,0.605,0.253108,5130,high
237,719163,3,0,8,0,4,1,2,0.684167,0.645854,0.771667,0.210833,3542,low
238,719163,3,0,8,0,5,1,1,0.7,0.659733,0.76125,0.0839625,4661,low
239,719163,3,0,8,0,6,0,2,0.68,0.635556,0.85,0.37561700000000003,1115,low
240,719163,3,0,8,0,0,0,1,0.707059,0.6479590000000001,0.561765,0.304659,4334,low
241,719163,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,4634,low
242,719163,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.12500799999999998,5204,high
243,719163,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.08333330000000001,5058,high
244,719163,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,5115,high
245,719163,3,0,9,0,5,1,2,0.643333,0.604808,0.727083,0.139929,4727,high
246,719163,3,0,9,0,6,0,1,0.669167,0.633213,0.716667,0.185325,4484,low
247,719163,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,4940,high
248,719163,3,0,9,1,1,0,2,0.673333,0.625646,0.790417,0.212696,3351,low
249,719163,3,0,9,0,2,1,3,0.54,0.5152,0.886957,0.343943,2710,low
250,719163,3,0,9,0,3,1,3,0.599167,0.544229,0.917083,0.0970208,1996,low
251,719163,3,0,9,0,4,1,3,0.6339130000000001,0.555361,0.939565,0.192748,1842,low
252,719163,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.12437899999999999,3544,low
253,719163,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,5345,high
254,719163,3,0,9,0,0,0,1,0.6533329999999999,0.609229,0.71375,0.11505399999999999,5046,high
255,719163,3,0,9,0,1,1,1,0.6443479999999999,0.60213,0.692174,0.088913,4713,high
256,719163,3,0,9,0,2,1,1,0.650833,0.603554,0.7125,0.14180399999999999,4763,high
257,719163,3,0,9,0,3,1,1,0.673333,0.6269,0.697083,0.1673,4785,high
258,719163,3,0,9,0,4,1,2,0.5775,0.553671,0.709167,0.271146,3659,low
259,719163,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,4760,high
260,719163,3,0,9,0,6,0,2,0.491667,0.478512,0.718333,0.189675,4511,low
261,719163,3,0,9,0,0,0,1,0.5075,0.490537,0.695,0.178483,4274,low
262,719163,3,0,9,0,1,1,2,0.549167,0.529675,0.69,0.15174200000000002,4539,low
263,719163,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,3641,low
264,719163,3,0,9,0,3,1,2,0.595,0.5505329999999999,0.9,0.0964042,4352,low
265,719163,3,0,9,0,4,1,2,0.628333,0.554963,0.902083,0.128125,4795,high
266,719163,4,0,9,0,5,1,2,0.609167,0.522125,0.9725,0.0783667,2395,low
267,719163,4,0,9,0,6,0,2,0.606667,0.564412,0.8625,0.0783833,5423,high
268,719163,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,5010,high
269,719163,4,0,9,0,1,1,2,0.649167,0.589042,0.848333,0.1107,4630,low
270,719163,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,4120,low
271,719163,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.14862899999999998,3907,low
272,719163,4,0,9,0,4,1,1,0.616667,0.574512,0.699167,0.17288299999999998,4839,high
273,719163,4,0,9,0,5,1,1,0.564167,0.544829,0.6475,0.206475,5202,high
274,719163,4,0,10,0,6,0,2,0.41,0.41286300000000004,0.75375,0.292296,2429,low
275,719163,4,0,10,0,0,0,2,0.356667,0.345317,0.791667,0.22201300000000002,2918,low
276,719163,4,0,10,0,1,1,2,0.384167,0.392046,0.760833,0.08334580000000001,3570,low
277,719163,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,4456,low
278,719163,4,0,10,0,3,1,1,0.538333,0.527138,0.647917,0.17725,4826,high
279,719163,4,0,10,0,4,1,1,0.494167,0.480425,0.620833,0.134954,4765,high
280,719163,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,4985,high
281,719163,4,0,10,0,6,0,1,0.521667,0.513242,0.70125,0.0454042,5409,high
282,719163,4,0,10,0,0,0,1,0.540833,0.523983,0.7275,0.06345,5511,high
283,719163,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,5117,high
284,719163,4,0,10,0,2,1,2,0.566667,0.546096,0.80875,0.143042,4563,low
285,719163,4,0,10,0,3,1,3,0.543333,0.517717,0.90625,0.24815,2416,low
286,719163,4,0,10,0,4,1,2,0.589167,0.551804,0.896667,0.141787,2913,low
287,719163,4,0,10,0,5,1,2,0.550833,0.529675,0.71625,0.223883,3644,low
288,719163,4,0,10,0,6,0,1,0.506667,0.498725,0.483333,0.258083,5217,high
289,719163,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,5041,high
290,719163,4,0,10,0,1,1,1,0.5341670000000001,0.510725,0.579583,0.175379,4570,low
291,719163,4,0,10,0,2,1,2,0.5325,0.522721,0.701667,0.11008699999999999,4748,high
292,719163,4,0,10,0,3,1,3,0.5417390000000001,0.513848,0.895217,0.243339,2424,low
293,719163,4,0,10,0,4,1,1,0.475833,0.466525,0.63625,0.422275,4195,low
294,719163,4,0,10,0,5,1,1,0.4275,0.42359600000000003,0.574167,0.221396,4304,low
295,719163,4,0,10,0,6,0,1,0.4225,0.425492,0.629167,0.09266669999999999,4308,low
296,719163,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,4381,low
297,719163,4,0,10,0,1,1,1,0.463333,0.457067,0.772083,0.11879200000000001,4187,low
298,719163,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,4687,low
299,719163,4,0,10,0,3,1,2,0.484167,0.472846,0.720417,0.148642,3894,low
300,719163,4,0,10,0,4,1,2,0.47,0.457046,0.812917,0.19776300000000002,2659,low
301,719163,4,0,10,0,5,1,2,0.330833,0.318812,0.585833,0.229479,3747,low
302,719163,4,0,10,0,6,0,3,0.25416700000000003,0.227913,0.8825,0.351371,627,low
303,719163,4,0,10,0,0,0,1,0.31916700000000003,0.321329,0.62375,0.176617,3331,low
304,719163,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,3669,low
